ontology,label,definition,internal_id,accuracy,internal_consistency,score,confidence,notes,is_a,relationships,evaluator,
cl,respiratory suprabasal cell,"A respiratory suprabasal cell is a specialized cell type present in the lining of the respiratory tract, located above the basal layer. These cells contribute to the integrity and maintenance of the respiratory epithelium by differentiating into fully functional ciliated or secretory cells.",427,5.0,,5.0,3,,RespiratoryEpithelialCell | ProgenitorCell,"{'predicate': 'PartOf', 'target': 'RespiratoryTractEpithelium'} | {'predicate': 'DevelopsFrom', 'target': 'RespiratoryBasalCell'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,respiratory suprabasal cell,A specialized cell that is part of the respiratory tract epithelium and develops from a respiratory basal cell. It is a subtype of respiratory epithelial cell and belongs to the category of progenitor cells.,428,5.0,,5.0,3,,RespiratoryEpithelialCell | ProgenitorCell,"{'predicate': 'PartOf', 'target': 'RespiratoryTractEpithelium'} | {'predicate': 'DevelopsFrom', 'target': 'RespiratoryBasalCell'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,respiratory suprabasal cell,"A specialized cell, part of the Respiratory Tract Epithelium, that develops from Respiratory Basal Cells and is a subclass of both Respiratory Epithelial Cells and Progenitor Cells.",429,5.0,,4.0,3,,RespiratoryEpithelialCell | ProgenitorCell,"{'predicate': 'PartOf', 'target': 'RespiratoryTractEpithelium'} | {'predicate': 'DevelopsFrom', 'target': 'RespiratoryBasalCell'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,respiratory suprabasal cell,A suprabasal cell found in the respiratory tract epithelium.,430,5.0,,4.0,3,,RespiratoryEpithelialCell | ProgenitorCell,"{'predicate': 'PartOf', 'target': 'RespiratoryTractEpithelium'} | {'predicate': 'DevelopsFrom', 'target': 'RespiratoryBasalCell'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,respiratory suprabasal cell,A suprabasal cell that is part of the respiratory tract epithelium and develops from a respiratory basal cell. It is a progenitor cell for respiratory epithelial cells.,431,5.0,,5.0,3,,RespiratoryEpithelialCell | ProgenitorCell,"{'predicate': 'PartOf', 'target': 'RespiratoryTractEpithelium'} | {'predicate': 'DevelopsFrom', 'target': 'RespiratoryBasalCell'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,taste receptor cell of tongue,A cell that is part of a taste bud on the tongue and detects chemical signals from food to initiate the sense of taste.,432,5.0,,5.0,3,,TasteReceptorCell | EpithelialCellOfAlimentaryCanal | NeuralCell,"{'predicate': 'PartOf', 'target': 'TongueTasteBud'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,taste receptor cell of tongue,A taste receptor cell that is part of a taste bud of a tongue.,433,5.0,,4.0,3,,TasteReceptorCell | EpithelialCellOfAlimentaryCanal | NeuralCell,"{'predicate': 'PartOf', 'target': 'TongueTasteBud'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,taste receptor cell of tongue,A specialized epithelial cell that is part of the tongue taste bud and is responsible for detecting and transmitting information about different tastes to the brain. It is categorized as both a neural cell and a type of epithelial cell found in the alimentary canal.,434,5.0,,5.0,3,,TasteReceptorCell | EpithelialCellOfAlimentaryCanal | NeuralCell,"{'predicate': 'PartOf', 'target': 'TongueTasteBud'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,taste receptor cell of tongue,"A taste receptor cell of the tongue is a specialized sensory neuron located within the taste buds of the tongue's surface, responsible for the transduction of taste signals through reception and processing of gustatory stimuli.",435,5.0,,5.0,3,,TasteReceptorCell | EpithelialCellOfAlimentaryCanal | NeuralCell,"{'predicate': 'PartOf', 'target': 'TongueTasteBud'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,taste receptor cell of tongue,A taste receptor cell that is located in a taste bud of the tongue and is a subclass of epithelial cell of alimentary canal and neural cell.,436,5.0,,5.0,3,,TasteReceptorCell | EpithelialCellOfAlimentaryCanal | NeuralCell,"{'predicate': 'PartOf', 'target': 'TongueTasteBud'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,taste receptor cell of tongue,A taste receptor cell that is part of a taste bud of the tongue.,437,5.0,,4.0,3,,TasteReceptorCell | EpithelialCellOfAlimentaryCanal | NeuralCell,"{'predicate': 'PartOf', 'target': 'TongueTasteBud'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,taste receptor cell of tongue,A taste receptor cell that is part of a taste bud on the tongue.,439,5.0,,4.0,3,,TasteReceptorCell | EpithelialCellOfAlimentaryCanal | NeuralCell,"{'predicate': 'PartOf', 'target': 'TongueTasteBud'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,taste receptor cell of tongue,A taste receptor cell that is part of a tongue taste bud and is a subclass of epithelial cell of alimentary canal and neural cell.,440,5.0,,5.0,3,,TasteReceptorCell | EpithelialCellOfAlimentaryCanal | NeuralCell,"{'predicate': 'PartOf', 'target': 'TongueTasteBud'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,taste receptor cell of tongue,"A taste receptor cell that is part of the tongue's taste bud. It is a subclass of both the epithelial cell of the alimentary canal and neural cell, implicating its role in food digestion and nutrient absorption and transmitting taste information from the taste buds to the brain for interpretation.",441,5.0,,5.0,3,,TasteReceptorCell | EpithelialCellOfAlimentaryCanal | NeuralCell,"{'predicate': 'PartOf', 'target': 'TongueTasteBud'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,catecholaminergic neuron,"A catecholaminergic neuron is a type of neuron that synthesizes and releases catecholamines, a group of neurotransmitters that includes dopamine, norepinephrine, and epinephrine. This neuron type is typically involved in processes such as arousal, reward, mood regulation, and motor control.",442,5.0,,5.0,3,,SecretoryCell | Neuron,"{'predicate': 'CapableOf', 'target': 'CatecholamineSecretion_neurotransmission'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,catecholaminergic neuron,A neuron that releases catecholamine as a neurotransmitter.,443,5.0,,4.0,3,,SecretoryCell | Neuron,"{'predicate': 'CapableOf', 'target': 'CatecholamineSecretion_neurotransmission'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,catecholaminergic neuron,A neuron that is capable of producing and releasing catecholamines through the process of catecholamine secretion neurotransmission.,444,5.0,,4.0,3,,SecretoryCell | Neuron,"{'predicate': 'CapableOf', 'target': 'CatecholamineSecretion_neurotransmission'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,catecholaminergic neuron,A neuron that is capable of secreting catecholamines.,445,5.0,,4.0,3,,SecretoryCell | Neuron,"{'predicate': 'CapableOf', 'target': 'CatecholamineSecretion_neurotransmission'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,catecholaminergic neuron,"A neuron that is capable of synthesizing and releasing catecholamines, which are a group of neurotransmitters that play significant roles in the body's response to stress and during the fight-or-flight response.",446,5.0,,5.0,3,,SecretoryCell | Neuron,"{'predicate': 'CapableOf', 'target': 'CatecholamineSecretion_neurotransmission'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,catecholaminergic neuron,"A neuron that produces dopamine, norepinephrine, or adrenaline.",447,5.0,,4.0,3,,SecretoryCell | Neuron,"{'predicate': 'CapableOf', 'target': 'CatecholamineSecretion_neurotransmission'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,catecholaminergic neuron,A neuron that uses catecholamine as a vesicular neurotransmitter,449,5.0,,4.0,3,,SecretoryCell | Neuron,"{'predicate': 'CapableOf', 'target': 'CatecholamineSecretion_neurotransmission'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,catecholaminergic neuron,A neuron that uses catecholamines as a vesicular neurotransmitter.,450,5.0,,4.0,3,,SecretoryCell | Neuron,"{'predicate': 'CapableOf', 'target': 'CatecholamineSecretion_neurotransmission'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,catecholaminergic neuron,A neuron that uses catecholamines as vesicular neurotransmitters.,451,5.0,,4.0,3,,SecretoryCell | Neuron,"{'predicate': 'CapableOf', 'target': 'CatecholamineSecretion_neurotransmission'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,glial restricted tripotential precursor cell,"A glial restricted tripotential precursor cell is a type of immature cell derived from neuroepithelial stem cells that has limited differentiation potential, specifically possessing the ability to differentiate into the three main types of glial cells: oligodendrocytes, astrocytes, and Schwann cells, but not neurons.",452,5.0,,5.0,3,,NeuronAssociatedCell_sensuVertebrata_ | ProgenitorCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,glial restricted tripotential precursor cell,"A glial precursor cell that generates oligodendrocytes and type-1 and type-2 astrocytes. It has been shown in some mammals that this cell type may express A2B5, nestin, FGFR-1, FGFR-2, FGFR-3, PLP, and DM-20 antigens. Unlike oligodendrocyte precursor cell, it does not initially express PDGFR-alpha and can differentiate into both type-1 and type-2 astrocytes.",453,5.0,,5.0,3,,NeuronAssociatedCell_sensuVertebrata_ | ProgenitorCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,glial restricted tripotential precursor cell,"A neuron-related cell with the potential to differentiate into three types of glial cells: oligodendrocytes, astrocytes, and Schwann cells. It is subclass of Progenitor Cells with self-renewing potential and serves important functions in the nervous system.",454,5.0,,3.0,3,vauge,NeuronAssociatedCell_sensuVertebrata_ | ProgenitorCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,glial restricted tripotential precursor cell,"A precursor cell that has the potential to differentiate into three different types of glial cells: astrocytes, oligodendrocytes, and microglia.",455,5.0,,4.0,3,,NeuronAssociatedCell_sensuVertebrata_ | ProgenitorCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,glial restricted tripotential precursor cell,A precursor cell that is committed to the glial lineage and has the potential to differentiate into different types of glial cells.,456,5.0,,4.0,3,,NeuronAssociatedCell_sensuVertebrata_ | ProgenitorCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,glial restricted tripotential precursor cell,A specialized precursor cell associated with neurons in vertebrates that has the ability to differentiate into glial cells and two types of neurons.,457,5.0,,4.0,3,,NeuronAssociatedCell_sensuVertebrata_ | ProgenitorCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,glial restricted tripotential precursor cell,"A type of glial cell that can differentiate into neurons, astrocytes and oligodendrocytes.",458,5.0,,4.0,3,,NeuronAssociatedCell_sensuVertebrata_ | ProgenitorCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,glial restricted tripotential precursor cell,"A type of progenitor cell that can give rise to three types of glial cells: astrocytes, oligodendrocytes, and Schwann cells.",459,5.0,,4.0,3,,NeuronAssociatedCell_sensuVertebrata_ | ProgenitorCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,glial restricted tripotential precursor cell,Glial restricted tripotential precursor cell.,460,5.0,,4.0,3,,NeuronAssociatedCell_sensuVertebrata_ | ProgenitorCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,glial restricted tripotential precursor cell,"Glial restricted tripotential precursor cells are a type of glial precursor cells that can generate oligodendrocytes, type-1 astrocytes, and type-2 astrocytes. They express A2B5, nestin, FGFR-1, 2, and 3, PLP, and DM-20 antigens. They can be isolated from spinal cord at early stages of embryonic development. Unlike O-2A cells, the glial-restricted tripotential precursor cells do not initially express PDGFR-alpha and can differentiate into both A2B51/GFAP1 and A2B52/GFAP1 astrocytes.",461,5.0,,5.0,3,,NeuronAssociatedCell_sensuVertebrata_ | ProgenitorCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,chorionic girdle cell,"A cell that arises from chorionic gonadotropin-producing cells after differentiation into binucleate cells, has specialized properties necessary for embryo implantation, the formation of the placenta and is also important in the establishment and maintenance of pregnancy.",462,5.0,,5.0,3,,ChorionicTrophoblastCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,chorionic girdle cell,"A horse-specific, highly invasive trophoblast cell that invades the endometrium where it forms endometrial cups.",463,5.0,,5.0,3,,ChorionicTrophoblastCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,chorionic girdle cell,A cell that is part of the chorionic girdle.,464,5.0,,4.0,3,,ChorionicTrophoblastCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,chorionic girdle cell,"A chorionic girdle cell is a specialized type of trophoblast cell found in the equine placenta, responsible for early pregnancy recognition and the generation of endometrial cups, which facilitate the transfer of nutrients and waste between mother and fetus.",465,5.0,,5.0,3,,ChorionicTrophoblastCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,chorionic girdle cell,A chorionic trophoblast cell that invades the endometrium and forms endometrial cups in horses.,466,5.0,,4.0,3,,ChorionicTrophoblastCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,chorionic girdle cell,A chorionic trophoblast cell that is part of the chorionic girdle.,467,5.0,,4.0,3,,ChorionicTrophoblastCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,chorionic girdle cell,A chorionic trophoblast cell that participates in chorionic girdle formation.,468,5.0,,4.0,3,,ChorionicTrophoblastCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,chorionic girdle cell,A type of trophoblast cell that is derived from the chorion and forms part of the placental bed.,469,5.0,,4.0,3,,ChorionicTrophoblastCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,chorionic girdle cell,Chorionic girdle cells are horse-specific highly invasive trophoblast cells that invade the endometrium where they form endometrial cups.,470,5.0,,4.0,3,,ChorionicTrophoblastCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,chorionic girdle cell,"The chorionic girdle cell is a specialized cell type that originates from the trophoblast layer of the developing embryo. It is found in the placenta and plays a crucial role in the formation and functioning of the chorionic girdle, a circular structure that surrounds the embryonic disc. These cells share many characteristics and functions with other trophoblast cells and are responsible for implantation, placenta formation, and nutrient exchange between the mother and the developing fetus. They have a flattened shape, form a continuous layer surrounding the embryonic disc, and participate in nutrient absorption and transport. Chorionic girdle cells also play a role in the production of hormones essential for pregnancy, such as human chorionic gonadotropin (hCG). Overall, these cells contribute to the establishment and maintenance of the placental barrier while facilitating the exchange of gases, nutrients, and waste products.",471,5.0,,5.0,3,,ChorionicTrophoblastCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,enteroglial cell,"Glial cell that provides support to the enteric nervous system. It is involved in enteric neurotransmission, in maintaining the integrity of the mucosal barrier of the gut and serves as a link between the nervous and immune systems of the gut. In enteric nerve strands, glial processes ensheath multiaxonal bundles which distinguishes enteric glia from all other peripheral glia. Ultrastructurally, the most conspicuous trait of an enteroglial cell is the presence of 10 nm filaments, which criss-cross the cell body, form axial bundles in the processes and appear to firmly anchor the cells to the ganglionic surfaces. Similar to astrocytes, their main constituent is glial fibrillary acidic protein (GFAP).",473,5.0,,5.0,3,,GlialCell,"{'predicate': 'PartOf', 'target': 'EntericNervousSystem'} | {'predicate': 'Expresses', 'target': 'GlialFibrillaryAcidicProtein'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,enteroglial cell,"An enteroglial cell is a type of supportive cell found within the enteric nervous system (ENS), which helps in maintaining gut homeostasis, modulating inflammatory responses, and directly interacting with enteric neurons to regulate gut motility.",479,5.0,,5.0,3,,GlialCell,"{'predicate': 'PartOf', 'target': 'EntericNervousSystem'} | {'predicate': 'Expresses', 'target': 'GlialFibrillaryAcidicProtein'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
