ontology	label	definition	internal_id	accuracy	internal_consistency	score	confidence	notes	is_a	relationships
envo	contaminated land	Land that has been polluted or harmed in some way.	719						Land	
envo	contaminated land	Land that has been polluted or tainted by harmful substances.	720						Land	
envo	contaminated land	Land that has been polluted or tainted due to human activities or natural occurrences.	721						Land	
envo	contaminated land	Land that is polluted or compromised by the presence of hazardous substances or contaminants.	722						Land	
envo	contaminated land	Land which has been polluted or contaminated.	723						Land	
envo	photobioreactor	A bioreactor that uses light as an energy source to cultivate photosynthetic organisms, such as algae or cyanobacteria.	724						Bioreactor	
envo	photobioreactor	A bioreactor which utilizes a light source to cultivate phototrophic microorganisms.	725						Bioreactor	
envo	photobioreactor	A bioreactor that uses light energy to drive photosynthesis in the contained material.	726						Bioreactor	
envo	photobioreactor	A bioreactor that utilizes a light source to cultivate phototrophic microorganisms.	727						Bioreactor	
envo	photobioreactor	A bioreactor that utilizes light as the energy source for biological reactions	728						Bioreactor	
envo	photobioreactor	A specialized type of bioreactor that harnesses sunlight or artificial light to provide the energy needed for the growth and cultivation of photosynthetic microorganisms, such as algae or cyanobacteria.	729						Bioreactor	
envo	photobioreactor	A specialized type of bioreactor used to grow and cultivate photosynthetic organisms such as algae, moss, or bacteria in a controlled environment, harnessing their natural processes for human advantage.	730						Bioreactor	
envo	photobioreactor	A type of bioreactor that utilizes a light source to cultivate phototrophic microorganisms that produce biomass by photosynthesis.	731						Bioreactor	
envo	buoy	A manufactured product which floats in water and can be used a navigational marker among other purposes.	732						ManufacturedProduct	
envo	dry soil albedo	A type of soil albedo that focuses on soil that is not saturated with moisture and tends to reflect a greater portion of sunlight back.	733						SoilAlbedo	
envo	dry soil albedo	Soil albedo which inheres in dry soil.	734						SoilAlbedo	
envo	dry soil albedo	A type of soil albedo that is dry.	735						SoilAlbedo	
envo	dry soil albedo	An albedo quality inhering in dry soil	737						SoilAlbedo	
envo	dry soil albedo	Dry soil albedo is a subclass of SoilAlbedo.	738						SoilAlbedo	
envo	dry soil albedo	Soil albedo that specifically focuses on the reflectivity of dry soil.	739						SoilAlbedo	
envo	dry soil albedo	Soil that has low moisture content and high reflectivity.	740						SoilAlbedo	
envo	net shortwave radiation	Net shortwave radiation is the difference between incoming solar shortwave radiation and outgoing shortwave radiation from the earth surface.	741						Energy	{'predicate': 'RealizedIn', 'target': 'StellarRadiation'} | {'predicate': 'CharacteristicOfPartOf', 'target': 'AstronomicalBody'}
envo	net shortwave radiation	Energy which has been absorbed by an astronomical body or its parts following that body's irradiation by shortwave radiation from a star.	742						Energy	{'predicate': 'RealizedIn', 'target': 'StellarRadiation'} | {'predicate': 'CharacteristicOfPartOf', 'target': 'AstronomicalBody'}
envo	net shortwave radiation	The amount of shortwave radiation emitted by a star per unit area, averaged over the entire disk and weighted by the stellar intensity distribution.	744						Energy	{'predicate': 'RealizedIn', 'target': 'StellarRadiation'} | {'predicate': 'CharacteristicOfPartOf', 'target': 'AstronomicalBody'}
envo	net shortwave radiation	The balance between incoming and outgoing shortwave radiation in the Earth's atmosphere, representing the difference between the amount of solar radiation absorbed by the Earth and the amount of solar radiation reflected back into space.	745						Energy	{'predicate': 'RealizedIn', 'target': 'StellarRadiation'} | {'predicate': 'CharacteristicOfPartOf', 'target': 'AstronomicalBody'}
envo	net shortwave radiation	The difference between incoming and outgoing solar radiation, primarily from the sun, that is absorbed, reflected, or transmitted by the Earth's atmosphere, surface, or clouds and serves as a crucial component in the Earth's energy balance and climate system. It is associated with astronomical bodies and primarily involved in solar energy processes.	746						Energy	{'predicate': 'RealizedIn', 'target': 'StellarRadiation'} | {'predicate': 'CharacteristicOfPartOf', 'target': 'AstronomicalBody'}
envo	net shortwave radiation	The net amount of shortwave radiation emitted by a star that may be realized in a part of an astronomical body.	747						Energy	{'predicate': 'RealizedIn', 'target': 'StellarRadiation'} | {'predicate': 'CharacteristicOfPartOf', 'target': 'AstronomicalBody'}
envo	net shortwave radiation	The total amount of shortwave radiation that is absorbed by an object minus the amount that is reflected or transmitted.	748						Energy	{'predicate': 'RealizedIn', 'target': 'StellarRadiation'} | {'predicate': 'CharacteristicOfPartOf', 'target': 'AstronomicalBody'}
envo	silty clay	A type of clay soil that includes a significant amount of silt particles in its composition.	749						Clay	{'predicate': 'HasPart', 'target': 'Silt'}
envo	silty clay	Clay which has a high proportion of silt in its composition.	750						Clay	{'predicate': 'HasPart', 'target': 'Silt'}
envo	silty clay	A type of clay that is composed of silt.	751						Clay	{'predicate': 'HasPart', 'target': 'Silt'}
